word	sentence	translation	difficulty_rank	gloss	transliteration	source
jiji	Jiji la Nairobi lina watu milioni kadhaa.	The city of Nairobi has several million people.	6	jiji (CL5-city) la (CL5-of) Nairobi li-na (CL5-have) wa-tu (CL2-person) milioni (million) kadhaa (several)		ai
kipodozi	Duka hili linauza vipodozi vya bei nafuu.	This shop sells affordable cosmetics.	7	duka (CL5-shop) hili (CL5-this) li-na-uza (CL5-PRES-sell) vi-podozi (CL8-cosmetic) vya (CL8-of) bei (CL9-price) nafuu (affordable)		ai
mchezo	Mchezo wa jana ulikuwa wa kusisimua.	Yesterday's game was thrilling.	7	mchezo (CL3-game) wa (CL3-of) jana (yesterday) u-li-kuwa (CL3-PAST-be) wa (CL3-of) ku-sisimua (INF-thrill)		ai
mume	Mume wangu anafanya kazi ya uhandisi.	My husband works in engineering.	5	mume (CL1-husband) w-angu (CL1-my) a-na-fanya (CL1-PRES-do) kazi (CL9-work) ya (CL9-of) uhandisi (CL11-engineering)		ai
mke	Mke wake ni mwalimu wa shule ya msingi.	His wife is a primary school teacher.	5	mke (CL1-wife) w-ake (CL1-his) ni (is) mwalimu (CL1-teacher) wa (CL1-of) shule (CL9-school) ya (CL9-of) msingi (CL3-foundation)		ai
uzito	Nimepunguza uzito tangu nianze mazoezi.	I have lost weight since I started exercising.	7	ni-me-punguza (1SG-PERF-reduce) uzito (CL11-weight) tangu (since) ni-anz-e (1SG-begin-SUBJ) ma-zoezi (CL6-exercise)		ai
wimbo	Wimbo huu unanikumbusha utotoni.	This song reminds me of childhood.	6	wimbo (CL3-song) huu (CL3-this) u-na-ni-kumbusha (CL3-PRES-1SG.OBJ-remind) utoto-ni (CL11-childhood-LOC)		ai
kusambaza	Alisambaza picha za sherehe kwenye mtandao.	She shared the party photos on the internet.	6	a-li-sambaza (CL1-PAST-share) picha (CL10-photo) za (CL10-of) sherehe (CL9-party) kwenye (on) mtandao (CL3-internet)		ai
kuchekesha	Video yake inachekesha sana.	His video is very funny.	5	video (CL9-video) y-ake (CL9-his) i-na-chekesha (CL9-PRES-be.funny) sana (very)		ai
tafrija	Tafrija ya kuaga itafanyika Ijumaa.	The farewell party will be held on Friday.	7	tafrija (CL9-party) ya (CL9-of) ku-aga (INF-bid.farewell) i-ta-fanyika (CL9-FUT-take.place) Ijumaa (CL9-Friday)		ai
kufurahia	Tulifurahia chakula na muziki wa jioni ile.	We enjoyed the food and music that evening.	6	tu-li-furahia (1PL-PAST-enjoy) chakula (CL7-food) na (and) muziki (CL3-music) wa (CL3-of) jioni (CL9-evening) ile (CL9-that)		ai
kuvunjika	Simu yangu ilivunjika ilipoanguka chini.	My phone broke when it fell on the floor.	7	simu (CL9-phone) y-angu (CL9-my) i-li-vunjika (CL9-PAST-break) i-li-po-anguka (CL9-PAST-CL16.REL-fall) chini (below)		ai
kupata	Nilipata ujumbe wako jana usiku.	I got your message last night.	4	ni-li-pata (1SG-PAST-get) ujumbe (CL11-message) w-ako (CL11-your) jana (yesterday) usiku (CL11-night)		ai
shamba	Wazazi wangu wanaishi mashambani.	My parents live in the countryside.	5	wa-zazi (CL2-parent) w-angu (CL2-my) wa-na-ishi (CL2-PRES-live) ma-shamba-ni (CL6-farm-LOC)		ai
goti	Goti langu linaniuma baada ya mchezo.	My knee hurts after the game.	6	goti (CL5-knee) l-angu (CL5-my) li-na-ni-uma (CL5-PRES-1SG.OBJ-hurt) baada ya (after) mchezo (CL3-game)		ai
kuumia	Aliumia mkono alipokuwa akicheza.	He hurt his arm while he was playing.	8	a-li-umia (CL1-PAST-be.hurt) mkono (CL3-arm) a-li-po-kuwa (CL1-PAST-CL16.REL-be) a-ki-cheza (CL1-PARTICIPIAL-play)		ai
kanisa	Harusi itafanyika kanisani saa nne.	The wedding will take place at the church at ten.	6	harusi (CL9-wedding) i-ta-fanyika (CL9-FUT-take.place) kanisa-ni (CL5-church-LOC) saa (CL9-hour) nne (four)		ai
baraka	Tunawatakia baraka tele katika ndoa yenu.	We wish you abundant blessings in your marriage.	8	tu-na-wa-takia (1PL-PRES-CL2.OBJ-wish) baraka (CL10-blessing) tele (abundant) katika (in) ndoa (CL9-marriage) y-enu (CL9-your.PL)		ai
ujumbe	Nimepokea ujumbe mzuri kuhusu mapacha.	I have received good news about the twins.	6	ni-me-pokea (1SG-PERF-receive) ujumbe (CL11-message) m-zuri (CL11-good) kuhusu (about) ma-pacha (CL6-twin)		ai
kushukuru	Tunashukuru kwa msaada wenu wote.	We are grateful for all your help.	5	tu-na-shukuru (1PL-PRES-be.grateful) kwa (for) msaada (CL3-help) w-enu (CL3-your.PL) w-ote (CL3-all)		ai
kubariki	Mungu awabariki katika safari yenu.	May God bless you on your journey.	7	Mungu (CL1-God) a-wa-barik-i (CL1-CL2.OBJ-bless-SUBJ) katika (in) safari (CL9-journey) y-enu (CL9-your.PL)		ai
polisi	Polisi walifika haraka baada ya kuitwa.	The police arrived quickly after being called.	6	polisi (CL10-police) wa-li-fika (CL2-PAST-arrive) haraka (quickly) baada ya (after) ku-itwa (INF-be.called)		ai
kuogopa	Watoto huogopa giza wakiwa peke yao.	Children fear the dark when they are alone.	7	wa-toto (CL2-child) hu-ogopa (HABITUAL-fear) giza (CL5-darkness) wa-ki-wa (CL2-PARTICIPIAL-be) peke y-ao (alone their)		ai
sanduku	Sanduku hili ni zito kuliko lile.	This box is heavier than that one.	5	sanduku (CL5-box) hili (CL5-this) ni (is) zito (CL5-heavy) kuliko (than) lile (CL5-that)		ai
kawaida	Kwa kawaida huamka saa kumi na moja.	He usually wakes up at five o'clock.	6	kwa (by) kawaida (CL9-custom) hu-amka (HABITUAL-wake) saa (CL9-hour) kumi na moja (eleven)		ai
kutamani	Nimetamani kutembelea Lamu kwa miaka mingi.	I have longed to visit Lamu for many years.	7	ni-me-tamani (1SG-PERF-long.for) ku-tembelea (INF-visit) Lamu kwa (for) mi-aka (CL4-year) mi-ngi (CL4-many)		ai
zamani	Jumba hili lilijengwa zamani sana.	This building was built a very long time ago.	6	jumba (CL5-building) hili (CL5-this) li-li-jengwa (CL5-PAST-be.built) zamani (CL9-old.times) sana (very)		ai
kunyesha	Mvua ilinyesha siku nzima ya jana.	It rained the whole of yesterday.	5	mvua (CL9-rain) i-li-nyesha (CL9-PAST-fall) siku (CL9-day) nzima (CL9-whole) ya (CL9-of) jana (yesterday)		ai
bahari	Tulitembea baharini jua likizama.	We walked by the sea as the sun was setting.	8	tu-li-tembea (1PL-PAST-walk) bahari-ni (CL9-sea-LOC) jua (CL5-sun) li-ki-zama (CL5-PARTICIPIAL-sink)		ai
hewa	Hali ya hewa leo ni nzuri kwa kutembea.	The weather today is good for walking.	5	hali (CL9-condition) ya (CL9-of) hewa (CL9-air) leo (today) ni (is) nzuri (CL9-good) kwa (for) ku-tembea (INF-walk)		ai
kuchunga	Chunga sana unapovuka barabara.	Be very careful when you cross the road.	7	chunga (guard.IMP) sana (very) u-na-po-vuka (2SG-PRES-CL16.REL-cross) barabara (CL9-road)		ai
nchi	Nchi yetu ina makabila mengi.	Our country has many ethnic groups.	6	nchi (CL9-country) y-etu (CL9-our) i-na (CL9-have) ma-kabila (CL6-ethnic.group) m-engi (CL6-many)		ai
mzee	Mzee yule anajua historia ya kijiji chetu.	That elder knows the history of our village.	6	mzee (CL1-elder) yule (CL1-that) a-na-jua (CL1-PRES-know) historia (CL9-history) ya (CL9-of) kijiji (CL7-village) ch-etu (CL7-our)		ai
uhuru	Kenya ilipata uhuru mwaka wa elfu moja mia tisa sitini na tatu.	Kenya gained independence in nineteen sixty-three.	8	Kenya i-li-pata (CL9-PAST-get) uhuru (CL11-freedom) mwaka (CL3-year) wa (CL3-of) elfu moja mia tisa sitini na tatu (1963)		ai
shujaa	Mashujaa wa taifa hukumbukwa kila Oktoba.	The nation's heroes are remembered every October.	8	ma-shujaa (CL6-hero) wa (CL2-of) taifa (CL5-nation) hu-kumbukwa (HABITUAL-be.remembered) kila (every) Oktoba (October)		ai
maarifa	Maarifa ya wazee ni hazina kubwa.	The knowledge of the elders is a great treasure.	7	maarifa (CL6-knowledge) ya (CL6-of) wa-zee (CL2-elder) ni (is) hazina (CL9-treasure) kubwa (CL9-big)		ai
babu	Babu yangu alikuwa mvuvi maisha yake yote.	My grandfather was a fisherman all his life.	7	babu (CL1-grandfather) y-angu (CL9-my) a-li-kuwa (CL1-PAST-be) mvuvi (CL1-fisherman) maisha (CL6-life) y-ake (CL6-his) y-ote (CL6-all)		ai
keki	Tulikata keki baada ya kuimba.	We cut the cake after singing.	4	tu-li-kata (1PL-PAST-cut) keki (CL9-cake) baada ya (after) ku-imba (INF-sing)		ai
krismasi	Krismasi hii tutakuwa pamoja na familia.	This Christmas we will be together with the family.	5	Krismasi (CL9-Christmas) hii (CL9-this) tu-ta-kuwa (1PL-FUT-be) pamoja na (together.with) familia (CL9-family)		ai
picha	Tupige picha kabla ya kuondoka.	Let's take a photo before leaving.	5	tu-pig-e (1PL-hit-SUBJ) picha (CL9-photo) kabla ya (before) ku-ondoka (INF-depart)		ai
kuadhimisha	Tutaadhimisha miaka mitano ya kampuni yetu.	We will mark five years of our company.	7	tu-ta-adhimisha (1PL-FUT-commemorate) mi-aka (CL4-year) mi-tano (CL4-five) ya (CL4-of) kampuni (CL9-company) y-etu (CL9-our)		ai
jamii	Jamii yetu husaidiana wakati wa shida.	Our community helps one another in times of trouble.	7	jamii (CL9-community) y-etu (CL9-our) hu-saidiana (HABITUAL-help.each.other) wakati (CL11-time) wa (CL11-of) shida (CL9-trouble)		ai
hakuna	Hakuna mtu aliyebaki ofisini.	There is nobody left in the office.	7	hakuna (CL17.NEG-there.is) mtu (CL1-person) a-li-ye-baki (CL1-PAST-CL1.REL-remain) ofisi-ni (CL9-office-LOC)		ai
kuna	Kuna watu wengi kwenye sherehe.	There are many people at the celebration.	4	kuna (CL17-there.are) wa-tu (CL2-person) w-engi (CL2-many) kwenye (at) sherehe (CL9-celebration)		ai
pekee	Yeye ni mtoto wa pekee katika familia.	She is an only child in the family.	5	yeye (she) ni (is) mtoto (CL1-child) wa (CL1-of) pekee (only) katika (in) familia (CL9-family)		ai
kitu	Kuna kitu ninachotaka kukuambia.	There is something I want to tell you.	7	kuna (CL17-there.is) kitu (CL7-thing) ni-na-cho-taka (1SG-PRES-CL7.REL-want) ku-ku-ambia (INF-2SG.OBJ-tell)		ai
kutoka	Ninatoka Tanzania lakini ninaishi Nairobi.	I come from Tanzania but I live in Nairobi.	3	ni-na-toka (1SG-PRES-come.from) Tanzania lakini (but) ni-na-ishi (1SG-PRES-live) Nairobi		ai
kuishi	Wanaishi kijiji kidogo karibu na ziwa.	They live in a small village near the lake.	4	wa-na-ishi (CL2-PRES-live) kijiji (CL7-village) ki-dogo (CL7-small) karibu na (near) ziwa (CL5-lake)		ai
kenya	Kenya ina fukwe nzuri upande wa mashariki.	Kenya has beautiful beaches on the eastern side.	5	Kenya i-na (CL9-have) fukwe (CL10-beach) nzuri (CL10-beautiful) upande (CL11-side) wa (CL11-of) mashariki (CL9-east)		ai
mkenya	Yeye ni Mkenya aliyezaliwa Mombasa.	He is a Kenyan who was born in Mombasa.	6	yeye (he) ni (is) M-kenya (CL1-Kenyan) a-li-ye-zaliwa (CL1-PAST-CL1.REL-be.born) Mombasa		ai
mwalimu	Mwalimu wetu anafundisha hesabu na sayansi.	Our teacher teaches mathematics and science.	4	mwalimu (CL1-teacher) w-etu (CL1-our) a-na-fundisha (CL1-PRES-teach) hesabu (CL9-mathematics) na (and) sayansi (CL9-science)		ai
mfanyakazi	Mfanyakazi huyu amefanya kazi hapa miaka kumi.	This employee has worked here for ten years.	5	m-fanyakazi (CL1-worker) huyu (CL1-this) a-me-fanya (CL1-PERF-do) kazi (CL9-work) hapa (CL16-here) mi-aka (CL4-year) kumi (ten)		ai
mwanasheria	Dada yangu ni mwanasheria mjini Arusha.	My sister is a lawyer in the town of Arusha.	5	dada (CL9-sister) y-angu (CL9-my) ni (is) mwana-sheria (CL1-lawyer) mji-ni (CL3-town-LOC) Arusha		ai
fundi	Fundi atakuja kutengeneza bomba kesho.	The technician will come to fix the pipe tomorrow.	5	fundi (CL1-technician) a-ta-kuja (CL1-FUT-come) ku-tengeneza (INF-repair) bomba (CL5-pipe) kesho (tomorrow)		ai
kujifunza	Ninajifunza Kiswahili kwa muda wa miezi sita.	I have been learning Swahili for six months.	5	ni-na-ji-funza (1SG-PRES-REFL-teach) Kiswahili (CL7-Swahili) kwa (for) muda (CL3-period) wa (CL3-of) mi-ezi (CL4-month) sita (six)		ai
kuongea	Ninaweza kuongea Kiswahili kidogo tu.	I can speak only a little Swahili.	4	ni-na-weza (1SG-PRES-be.able) ku-ongea (INF-speak) Kiswahili (CL7-Swahili) kidogo (CL7-a.little) tu (only)		ai
sanifu	Kiswahili sanifu hufundishwa shuleni.	Standard Swahili is taught in schools.	6	Kiswahili (CL7-Swahili) sanifu (standard) hu-fundishwa (HABITUAL-be.taught) shule-ni (CL9-school-LOC)		ai
shule	Watoto huenda shuleni saa moja asubuhi.	The children go to school at seven in the morning.	4	wa-toto (CL2-child) hu-enda (HABITUAL-go) shule-ni (CL9-school-LOC) saa (CL9-hour) moja (one) asubuhi (CL9-morning)		ai
chuo	Nilisoma Kiswahili katika chuo kikuu.	I studied Swahili at university.	4	ni-li-soma (1SG-PAST-study) Kiswahili (CL7-Swahili) katika (in) chuo (CL7-college) ki-kuu (CL7-great)		ai
muda	Umekuwa hapa kwa muda gani?	How long have you been here?	4	u-me-kuwa (2SG-PERF-be) hapa (CL16-here) kwa (for) muda (CL3-period) gani (what.kind)		ai
nyama	Sili nyama, mimi ni mlaji wa mboga.	I do not eat meat; I am a vegetarian.	6	si-l-i (1SG.NEG-eat-NEG) nyama (CL9-meat) mimi (I) ni (am) m-laji (CL1-eater) wa (CL1-of) mboga (CL9-vegetable)		ai
samaki	Samaki wa ziwani ni watamu zaidi.	Lake fish are tastier.	5	samaki (CL9-fish) wa (CL1-of) ziwa-ni (CL5-lake-LOC) ni (are) wa-tamu (CL2-tasty) zaidi (more)		ai
chumvi	Chakula hiki kina chumvi nyingi mno.	This food has far too much salt.	5	chakula (CL7-food) hiki (CL7-this) ki-na (CL7-have) chumvi (CL9-salt) nyingi (CL9-much) mno (excessively)		ai
kuonja	Naomba kuonja kabla ya kununua.	May I taste it before buying.	4	na-omba (1SG.PRES-request) ku-onja (INF-taste) kabla ya (before) ku-nunua (INF-buy)		ai
tamu	Embe hili ni tamu kuliko lile.	This mango is sweeter than that one.	5	embe (CL5-mango) hili (CL5-this) ni (is) tamu (sweet) kuliko (than) lile (CL5-that)		ai
hasa	Napenda matunda, hasa maembe.	I like fruit, especially mangoes.	3	na-penda (1SG.PRES-like) ma-tunda (CL6-fruit) hasa (especially) ma-embe (CL6-mango)		ai
ndugu	Nina ndugu wawili na dada mmoja.	I have two brothers and one sister.	4	ni-na (1SG-have) ndugu (CL10-sibling) wa-wili (CL2-two) na (and) dada (CL9-sister) m-moja (CL1-one)		ai
mrefu	Kaka yangu ni mrefu kuliko mimi.	My elder brother is taller than me.	4	kaka (CL1-elder.brother) y-angu (CL9-my) ni (is) m-refu (CL1-tall) kuliko (than) mimi (me)		ai
urefu	Urefu wangu ni sentimita mia moja sabini.	My height is one hundred and seventy centimetres.	5	urefu (CL11-height) w-angu (CL11-my) ni (is) sentimita (CL10-centimetre) mia (hundred) moja (one) sabini (seventy)		ai
kuzaliwa	Siku yangu ya kuzaliwa ni tarehe nne Aprili.	My birthday is the fourth of April.	5	siku (CL9-day) y-angu (CL9-my) ya (CL9-of) ku-zaliwa (INF-be.born) ni (is) tarehe (CL9-date) nne (four) Aprili (April)		ai
desemba	Likizo yetu huanza mwezi wa Desemba.	Our holiday usually begins in December.	5	likizo (CL9-holiday) y-etu (CL9-our) hu-anza (HABITUAL-begin) mwezi (CL3-month) wa (CL3-of) Desemba		ai
kulala	Ninalala mapema ninapokuwa na kazi asubuhi.	I sleep early when I have work in the morning.	6	ni-na-lala (1SG-PRES-sleep) mapema (early) ni-na-po-kuwa na (1SG-PRES-CL16.REL-be with) kazi (CL9-work) asubuhi (CL9-morning)		ai
kufikiria	Ninafikiria kuhusu safari ya mwakani.	I am thinking about next year's trip.	5	ni-na-fikiria (1SG-PRES-think) kuhusu (about) safari (CL9-journey) ya (CL9-of) mwaka-ni (CL3-year-LOC = next year)		ai
runinga	Tunatazama runinga baada ya chakula cha jioni.	We watch television after the evening meal.	4	tu-na-tazama (1PL-PRES-watch) runinga (CL9-television) baada ya (after) chakula (CL7-food) cha (CL7-of) jioni (CL9-evening)		ai
kompyuta	Kompyuta yangu imeharibika tena.	My computer has broken down again.	4	kompyuta (CL9-computer) y-angu (CL9-my) i-me-haribika (CL9-PERF-be.spoilt) tena (again)		ai
kiti	Kiti hiki ni cha babu yangu.	This chair is my grandfather's.	4	kiti (CL7-chair) hiki (CL7-this) ni (is) cha (CL7-of) babu (CL1-grandfather) y-angu (CL9-my)		ai
kamera	Kamera hii ni ya rafiki yangu.	This camera belongs to my friend.	3	kamera (CL9-camera) hii (CL9-this) ni (is) ya (CL9-of) rafiki (CL9-friend) y-angu (CL9-my)		ai
njaa	Nina njaa kali, twende tukale.	I am very hungry; let's go and eat.	5	ni-na (1SG-have) njaa (CL9-hunger) kali (CL9-fierce) tu-end-e (1PL-go-SUBJ) tu-kal-e (1PL-eat-SUBJ)		ai
kiu	Nina kiu, naomba maji baridi.	I am thirsty; may I have cold water.	4	ni-na (1SG-have) kiu (CL9-thirst) na-omba (1SG.PRES-request) maji (CL6-water) baridi (CL6-cold)		ai
wasiwasi	Nina wasiwasi kuhusu matokeo ya mtihani.	I am worried about the exam results.	5	ni-na (1SG-have) wasiwasi (CL11-worry) kuhusu (about) ma-tokeo (CL6-result) ya (CL6-of) mtihani (CL3-exam)		ai
huzuni	Alikuwa na huzuni baada ya habari zile.	She was sad after that news.	5	a-li-kuwa na (CL1-PAST-be with) huzuni (CL9-sadness) baada ya (after) habari (CL10-news) zile (CL10-those)		ai
mgonjwa	Mgonjwa amelazwa hospitalini tangu jana.	The patient has been admitted to hospital since yesterday.	6	m-gonjwa (CL1-patient) a-me-lazwa (CL1-PERF-be.laid.down) hospitali-ni (CL9-hospital-LOC) tangu (since) jana (yesterday)		ai
baridi	Kuna baridi kali mlimani usiku.	It is bitterly cold on the mountain at night.	5	kuna (CL17-there.is) baridi (CL9-cold) kali (CL9-fierce) mlima-ni (CL3-mountain-LOC) usiku (CL11-night)		ai
mawingu	Mawingu meusi yanaonyesha mvua inakuja.	Black clouds show that rain is coming.	6	ma-wingu (CL6-cloud) m-eusi (CL6-black) ya-na-onyesha (CL6-PRES-show) mvua (CL9-rain) i-na-kuja (CL9-PRES-come)		ai
anga	Hali ya anga leo ni nzuri kwa safari.	The weather today is good for travelling.	5	hali (CL9-condition) ya (CL9-of) anga (CL5-sky) leo (today) ni (is) nzuri (CL9-good) kwa (for) safari (CL9-journey)		ai
mara	Nimetembelea Zanzibar mara tatu.	I have visited Zanzibar three times.	4	ni-me-tembelea (1SG-PERF-visit) Zanzibar mara (CL10-time) tatu (three)		ai
kuzuru	Tulizuru makumbusho ya taifa mwaka jana.	We visited the national museum last year.	6	tu-li-zuru (1PL-PAST-visit) ma-kumbusho (CL6-museum) ya (CL6-of) taifa (CL5-nation) mwaka (CL3-year) jana (last)		ai
vipi	Umejifunza Kiswahili vipi?	How did you learn Swahili?	4	u-me-ji-funza (2SG-PERF-REFL-teach) Kiswahili (CL7-Swahili) vipi (how)		ai
kiasi	Ninaelewa kiasi, lakini si kila kitu.	I understand somewhat, but not everything.	5	ni-na-elewa (1SG-PRES-understand) kiasi (CL7-amount) lakini (but) si (not) kila (every) kitu (CL7-thing)		ai
daima	Yeye daima hufika kabla ya wengine.	He always arrives before the others.	5	yeye (he) daima (always) hu-fika (HABITUAL-arrive) kabla ya (before) w-engine (CL2-other)		ai
nane	Mtoto wangu ana miaka minane.	My child is eight years old.	4	m-toto (CL1-child) w-angu (CL1-my) a-na (CL1-have) mi-aka (CL4-year) mi-nane (CL4-eight)		ai
arobaini	Baba yangu ana miaka arobaini na tano.	My father is forty-five years old.	4	baba (CL1-father) y-angu (CL9-my) a-na (CL1-have) mi-aka (CL4-year) arobaini (forty) na (and) tano (five)		ai
