word	sentence	translation	difficulty_rank	transliteration	source
حروف	نام خود را با حروف بزرگ بنویسید.	Write your name in capital letters.	19999		tatoeba
زند	یکی انگلیسی صحبت می کند، و دیگری ژاپنی حرف می زند.	One speaks English, and the other speaks Japanese.	19999		tatoeba
نوشت	تو نامه ای خواهی نوشت.	You will write a letter.	19999		tatoeba
برخوردار	او از تحصیلات خوبی برخوردار شد.	He received a good education.	19999		tatoeba
تنهایی	هر حزب سیاسی به تنهایی محافظه‌کار است.	Any political party is conservative in itself.	19999		tatoeba
سیاسی	هر حزب سیاسی به تنهایی محافظه‌کار است.	Any political party is conservative in itself.	19999		tatoeba
حزب	هر حزب سیاسی به تنهایی محافظه‌کار است.	Any political party is conservative in itself.	19999		tatoeba
جین	جین در ژاپنی پیشرفت زیادی کرده است.	Jane has made great progress in Japanese.	19999		tatoeba
پیشرفت	جین در ژاپنی پیشرفت زیادی کرده است.	Jane has made great progress in Japanese.	19999		tatoeba
تصمیم	تصمیم گرفت ماشین را بفروشد.	He decided to sell the car.	19999		tatoeba
کلاه	او کلاه زیبایی پوشیده است.	She's wearing a nice hat.	19999		tatoeba
زیبایی	او کلاه زیبایی پوشیده است.	She's wearing a nice hat.	19999		tatoeba
رفتار	ظاهر و رفتار او مرا شرمنده کرد.	His appearance and behavior made me ashamed of him.	19999		tatoeba
ظاهر	ظاهر و رفتار او مرا شرمنده کرد.	His appearance and behavior made me ashamed of him.	19999		tatoeba
طوفان	طوفان با خشم تمام غوغا کرد.	The storm raged in all its fury.	19999		tatoeba
خشم	طوفان با خشم تمام غوغا کرد.	The storm raged in all its fury.	19999		tatoeba
قله	چه کسی برای اولین بار به قله اورست رسید؟	Who first reached the summit of Mt. Everest?	19999		tatoeba
خلیج	احساس شما در مورد جنگ خلیج (فارس) چیست؟	How do you feel about the Gulf War?	19999		tatoeba
فارس	احساس شما در مورد جنگ خلیج (فارس) چیست؟	How do you feel about the Gulf War?	19999		tatoeba
ایرانی	گربه ای ایرانی زیر میز خوابیده بود.	A Persian cat was sleeping under the table.	19999		tatoeba
بین	خلیج فارس بین ایران و شبه جزیره عرب قرار دارد.	The Persian Gulf is located between Iran (Persia) and the Arabian Peninsula.	19999		tatoeba
عرب	خلیج فارس بین ایران و شبه جزیره عرب قرار دارد.	The Persian Gulf is located between Iran (Persia) and the Arabian Peninsula.	19999		tatoeba
شبه	خلیج فارس بین ایران و شبه جزیره عرب قرار دارد.	The Persian Gulf is located between Iran (Persia) and the Arabian Peninsula.	19999		tatoeba
ماهیت	مردم ایران به شدت به ماهیت پارسی خلیج فارس باور دارند.	Iranian people strongly believe in the Persian character of the Persian Gulf.	19999		tatoeba
باور	مردم ایران به شدت به ماهیت پارسی خلیج فارس باور دارند.	Iranian people strongly believe in the Persian character of the Persian Gulf.	19999		tatoeba
پارسی	مردم ایران به شدت به ماهیت پارسی خلیج فارس باور دارند.	Iranian people strongly believe in the Persian character of the Persian Gulf.	19999		tatoeba
فرش	ما یک فرش نو می خواهیم.	We want a new carpet.	19999		tatoeba
کارت	کی کارت را تمام خواهی کرد؟	When will you finish your work?	19999		tatoeba
اضافه	من او را از اضافه کار معاف کردم.	I exempted her from working overtime.	19999		tatoeba
چندان	کار چندان سختی نیست.	It's not rocket science.	19999		tatoeba
حادثه	حادثه دو سال پیش اتفاق افتاد.	The accident happened two years ago.	19999		tatoeba
اتفاق	حادثه دو سال پیش اتفاق افتاد.	The accident happened two years ago.	19999		tatoeba
سرقت	دزد در حین سرقت دستگیر شد.	The thief was arrested red-handed.	19999		tatoeba
دستگیر	دزد در حین سرقت دستگیر شد.	The thief was arrested red-handed.	19999		tatoeba
حین	دزد در حین سرقت دستگیر شد.	The thief was arrested red-handed.	19999		tatoeba
مسیر	هدف از مسیر غیرمستقیم، کاهش ترافیک است.	The purpose of a roundabout is to slow down traffic.	19999		tatoeba
ترافیک	هدف از مسیر غیرمستقیم، کاهش ترافیک است.	The purpose of a roundabout is to slow down traffic.	19999		tatoeba
کاهش	هدف از مسیر غیرمستقیم، کاهش ترافیک است.	The purpose of a roundabout is to slow down traffic.	19999		tatoeba
استخوان	برای چه کسی این استخوان را خریده ای؟	For whom have you brought the bone?	19999		tatoeba
آواز	باید صبح باشد، چون پرنده ها در حال آواز خواندن هستند.	It must be morning, for the birds are singing.	19999		tatoeba
باور	هیچ انسان زنده ای، آن را باور نخواهد کرد.	No man alive would believe it.	19999		tatoeba
قلب	او شانسی برای به دست آوردن قلب او ندارد.	He will have no chance of winning her heart.	19999		tatoeba
آوردن	او شانسی برای به دست آوردن قلب او ندارد.	He will have no chance of winning her heart.	19999		tatoeba
قرارداد	ما با شرکت قرارداد بستیم.	We made a contract with the firm.	19999		tatoeba
فرصت	او برای آماده کردن مردانش برای جنگ فرصت داشت.	He had time to prepare his men for battle.	19999		tatoeba
خسارت	خسارت وارد شده است.	The damage has been done.	19999		tatoeba
مهندس	فیلیپ مهندس نیست.	Phillip isn't an engineer.	19999		tatoeba
داشته	امروز در تلویزیون برنامه ای که ارزش دیدن داشته باشد، نیست.	There's nothing worth watching on TV today.	19999		tatoeba
مثبت	حق مثبت و حق منفی چیست؟	What is negative right and positive right?	19999		tatoeba
منفی	حق مثبت و حق منفی چیست؟	What is negative right and positive right?	19999		tatoeba
اعتراض	خدایا! من اعتراض دارم.	Lord! I object.	19999		tatoeba
سالم	همه دندانهای او سالم بودند.	All his teeth were sound.	19999		tatoeba
مادری	عربي زبان مادری من است.	Arabic is my mother tongue.	19999		tatoeba
قفل	بنجره را قفل کن.	Close the window.	19999		tatoeba
فوق	فوق العاده است.	It is fantastic.	19999		tatoeba
فرق	فرق میان حقیقت و واقعیت چیست؟	What is the difference between reality and truth?	19999		tatoeba
میان	فرق میان حقیقت و واقعیت چیست؟	What is the difference between reality and truth?	19999		tatoeba
واقعیت	فرق میان حقیقت و واقعیت چیست؟	What is the difference between reality and truth?	19999		tatoeba
آزادی	مهمترین ویژگی حبس، از دست دادن آزادی است.	The fundamental aspect of imprisonment is the loss of liberty.	19999		tatoeba
حبس	مهمترین ویژگی حبس، از دست دادن آزادی است.	The fundamental aspect of imprisonment is the loss of liberty.	19999		tatoeba
ویژگی	مهمترین ویژگی حبس، از دست دادن آزادی است.	The fundamental aspect of imprisonment is the loss of liberty.	19999		tatoeba
شاعر	او یک سیاستمدار و شاعر است.	He is a poet and statesman.	19999		tatoeba
مخالفت	من بطور مطلق مخالفت کردم.	I refused absolutely.	19999		tatoeba
مطلق	من بطور مطلق مخالفت کردم.	I refused absolutely.	19999		tatoeba
سریع	زمان سریع می گذرد.	Time passes quickly.	19999		tatoeba
قدمت	آن خانه ها پانصد سال قدمت دارند.	Those houses are 500 years old.	19999		tatoeba
اقامت	در حال حاضر، در منزل عمویم اقامت دارم.	I'm now staying at my uncle's.	19999		tatoeba
منزل	در حال حاضر، در منزل عمویم اقامت دارم.	I'm now staying at my uncle's.	19999		tatoeba
درک	چرا من زبان انگلیسی را درک نمی کنم؟	Why don't I understand English?	19999		tatoeba
تأسیس	کی این دانشگاه تأسیس شده است؟	When was this university founded?	19999		tatoeba
دانشگاه	کی این دانشگاه تأسیس شده است؟	When was this university founded?	19999		tatoeba
تبدیل	دختر او به زن زیبایی تبدیل شده است.	Her daughter has become a beautiful woman.	19999		tatoeba
زیبایی	دختر او به زن زیبایی تبدیل شده است.	Her daughter has become a beautiful woman.	19999		tatoeba
خیس	تا مغز استخوان خیس شدم.	I got soaked to the skin.	19999		tatoeba
مغز	تا مغز استخوان خیس شدم.	I got soaked to the skin.	19999		tatoeba
استخوان	تا مغز استخوان خیس شدم.	I got soaked to the skin.	19999		tatoeba
دانشگاه	او دانشجوی دانشگاه است.	He is a university student.	19999		tatoeba
جایزه	یا من یا تو جایزه اول را برنده خواهیم شد.	Either you or I will get the first prize.	19999		tatoeba
اول	یا من یا تو جایزه اول را برنده خواهیم شد.	Either you or I will get the first prize.	19999		tatoeba
برنده	یا من یا تو جایزه اول را برنده خواهیم شد.	Either you or I will get the first prize.	19999		tatoeba
پر	هندوانه پر از آب است.	A watermelon is full of water.	19999		tatoeba
داشتند	اعضای کمیته در مورد پروژه دو دیدگاه متفاوت داشتند.	The committee was split over the project.	19999		tatoeba
کمیته	اعضای کمیته در مورد پروژه دو دیدگاه متفاوت داشتند.	The committee was split over the project.	19999		tatoeba
دیدگاه	اعضای کمیته در مورد پروژه دو دیدگاه متفاوت داشتند.	The committee was split over the project.	19999		tatoeba
متفاوت	اعضای کمیته در مورد پروژه دو دیدگاه متفاوت داشتند.	The committee was split over the project.	19999		tatoeba
سادگی	هیچ چیزی به آن سادگی که به نظر می‌رسد، نیست.	Nothing is as simple as it seems.	19999		tatoeba
حساس	موسیقی‌دانان معمولاً نسبت به انتقاد حساس هستند.	Musicians are usually sensitive to criticism.	19999		tatoeba
نسبت	موسیقی‌دانان معمولاً نسبت به انتقاد حساس هستند.	Musicians are usually sensitive to criticism.	19999		tatoeba
انتقاد	موسیقی‌دانان معمولاً نسبت به انتقاد حساس هستند.	Musicians are usually sensitive to criticism.	19999		tatoeba
قبل	من قبل از آن، چندین بار او را ملاقات کرده بودم.	I had met him many times before then.	19999		tatoeba
نوشتن	نامه نوشتن به ما را فراموش نکن.	Don't forget to write to us.	19999		tatoeba
خشکی	اقیانوس را ستایش کن، اما بر روی خشکی بمان.	Glorify the ocean, but stay on the ground.	19999		tatoeba
اقیانوس	اقیانوس را ستایش کن، اما بر روی خشکی بمان.	Glorify the ocean, but stay on the ground.	19999		tatoeba
ستایش	اقیانوس را ستایش کن، اما بر روی خشکی بمان.	Glorify the ocean, but stay on the ground.	19999		tatoeba
یکبار	تو فقط یکبار زندگی می کنی.	You only live once.	19999		tatoeba
شطرنج	انها شطرنج بازی می کنند.	They play chess.	19999		tatoeba
خرید	مادر به خرید رفته است.	Mother has gone shopping.	19999		tatoeba
مذاکرات	صلحی که ما امروز داریم، نتیجه مذاکرات طولانی صلح است.	The peace we have today is the result of lengthy peace talks.	19999		tatoeba
اساسی	ما باید قانون اساسی صلح آمیز خود را حفظ کنیم.	We must preserve our peaceful constitution.	19999		tatoeba
حفظ	ما باید قانون اساسی صلح آمیز خود را حفظ کنیم.	We must preserve our peaceful constitution.	19999		tatoeba
قانون	ما باید قانون اساسی صلح آمیز خود را حفظ کنیم.	We must preserve our peaceful constitution.	19999		tatoeba
برقراری	هدف غایی ما برقراری صلح جهانی است.	Our ultimate goal is to establish world peace.	19999		tatoeba
ساحل	بچه ها ساعت ها کنار ساحل بازی خواهند کرد.	The children would play for hours on the beach.	19999		tatoeba
قضاوت	من این را به قضاوت شما واگذار می کنم.	I will leave it to your judgement.	19999		tatoeba
چوب	صندلی از چوب درست شده است.	The chair is made of wood.	19999		tatoeba
بارندگی	امسال بارندگی زیاد نیست	It isn't raining much this year.	19999		tatoeba
درآمد	حدسش درست از آب درآمد	His guess turned out to be right.	19999		tatoeba
شکایت	ازت شکایت می کنم	I will sue you.	19999		tatoeba
درجه	تو واقعا خنگ درجه یکی	You're really a number-one fool.	19999		tatoeba
حد	بیش از حد به مردم اعتماد می کنی	You trust people too much.	19999		tatoeba
بهار	وقتی بهار آمد، قصد دارم ورزش جدیدی را شروع کنم.	When spring arrives, I am going to take up a new sport.	19999		tatoeba
محصول	شرکت یک ماه در میان محصول جدید تولید می کنه	The company develops new products every other month.	19999		tatoeba
تولید	شرکت یک ماه در میان محصول جدید تولید می کنه	The company develops new products every other month.	19999		tatoeba
بالا	اینقدر از زمین بالا نیست	It's not that high off the ground.	19999		tatoeba
نور	نور می گیره؟ (اتاق)	Does it get much sun?	19999		tatoeba
پاک	اشکات رو پاک کن	Wipe your tears.	19999		tatoeba
کارت	کارت چیه؟	What line of work are you in?	19999		tatoeba
نسبت	او نسبت به سنش جوان تر به نظر می رسید.	She looks young for her age.	19999		tatoeba
جوان	او نسبت به سنش جوان تر به نظر می رسید.	She looks young for her age.	19999		tatoeba
معمولا	یک تصادف معمولا نتیجه ی بی دقتی است.	An accident often comes of carelessness.	19999		tatoeba
دندان	هفته پیش یک دندان کشیدم.	I had a tooth pulled out last week.	19999		tatoeba
پا	این کاغذ ها رو از جلوی پا بردارید.	Please get these papers out of the way.	19999		tatoeba
جلوی	این کاغذ ها رو از جلوی پا بردارید.	Please get these papers out of the way.	19999		tatoeba
کاغذ	این کاغذ ها رو از جلوی پا بردارید.	Please get these papers out of the way.	19999		tatoeba
کوه	چه کوه بلندیه!	How tall that mountain is!	19999		tatoeba
پارس	شیشه از طریق جاده ابریشم از پارس وارد شد.	Glasswork came from Persia by way of the Silk Road.	19999		tatoeba
طریق	شیشه از طریق جاده ابریشم از پارس وارد شد.	Glasswork came from Persia by way of the Silk Road.	19999		tatoeba
شیشه	شیشه از طریق جاده ابریشم از پارس وارد شد.	Glasswork came from Persia by way of the Silk Road.	19999		tatoeba
جاده	شیشه از طریق جاده ابریشم از پارس وارد شد.	Glasswork came from Persia by way of the Silk Road.	19999		tatoeba
آهنگ	دو روزه این آهنگ تو مغزم گیر کرده!	I've had this song stuck in my head for two days!	19999		tatoeba
روزه	دو روزه این آهنگ تو مغزم گیر کرده!	I've had this song stuck in my head for two days!	19999		tatoeba
گیر	دو روزه این آهنگ تو مغزم گیر کرده!	I've had this song stuck in my head for two days!	19999		tatoeba
بارندگی	هواشناسی پیش بینی بارندگی کرده.	The forecast calls for rain.	19999		tatoeba
رستوران	رستوران شیکی نیست.	This is a low end restaurant.	19999		tatoeba
بیان	ما افکارمان را به وسیله‌ی زبان بیان می‌کنیم.	We express our thoughts by means of languages.	19999		tatoeba
وسیله	ما افکارمان را به وسیله‌ی زبان بیان می‌کنیم.	We express our thoughts by means of languages.	19999		tatoeba
غلبه	من بر آن غلبه کردم. تو هم باید همین کار را بکنی.	I got over it. You should, too.	19999		tatoeba
لهجه	زبان‌شناس با این لهجه آشنایی کامل دارد.	The linguist is quite familiar with the dialect.	19999		tatoeba
آشنایی	زبان‌شناس با این لهجه آشنایی کامل دارد.	The linguist is quite familiar with the dialect.	19999		tatoeba
خلاف	آن بر خلاف اصول من است.	That runs against my principles.	19999		tatoeba
مخفی	او مخفی شده است.	He's gone into hiding.	19999		tatoeba
نقاط	من او را به خاطر نقاط ضعفش بیشتر دوست دارم.	I like him all the more for his weaknesses.	19999		tatoeba
خاطر	من او را به خاطر نقاط ضعفش بیشتر دوست دارم.	I like him all the more for his weaknesses.	19999		tatoeba
زده	تام وحشت‌زده بود.	Tom was terrified.	19999		tatoeba
وحشت	تام وحشت‌زده بود.	Tom was terrified.	19999		tatoeba
چک	حال نداشتم چک کنم.	I haven't bothered checking it.	19999		tatoeba
سند	سند زیاد قانع کننده نیست.	The proof is trivial.	19999		tatoeba
کننده	سند زیاد قانع کننده نیست.	The proof is trivial.	19999		tatoeba
دار	بقیه پول رو نگه دار.	Keep the change, driver.	19999		tatoeba
بقیه	بقیه پول رو نگه دار.	Keep the change, driver.	19999		tatoeba
کل	این تنها آهنگیه که تو کل این دیسک دوست دارم.	This is my favorite track on the entire disc.	19999		tatoeba
دیسک	این تنها آهنگیه که تو کل این دیسک دوست دارم.	This is my favorite track on the entire disc.	19999		tatoeba
حدود	جمعیت حدود 500 نفر تو تیاتر بود.	A crowd of 500 filled the theater.	19999		tatoeba
جمعیت	جمعیت حدود 500 نفر تو تیاتر بود.	A crowd of 500 filled the theater.	19999		tatoeba
قضاوت	تو کی هستی که قضاوت می کنی؟	Who are you to judge?	19999		tatoeba
باعث	رکود باعث بسته شدن خیلی از تجارت ها شد.	The recession caused many businesses to close.	19999		tatoeba
بسته	رکود باعث بسته شدن خیلی از تجارت ها شد.	The recession caused many businesses to close.	19999		tatoeba
تجارت	رکود باعث بسته شدن خیلی از تجارت ها شد.	The recession caused many businesses to close.	19999		tatoeba
عقب	عقب واستا.	Stay back.	19999		tatoeba
جهت	از یک جهت حق با توست.	In a sense, you are right.	19999		tatoeba
درخواست	ما درخواست عدالت داریم.	We demand justice.	19999		tatoeba
ایجاد	این موسسه بعد از جنگ ایجاد شد.	This institution came into being after the war.	19999		tatoeba
بعدی	پاپ بعدی چه کسی خواهد بود؟	Who will be the next pope?	19999		tatoeba
پاپ	پاپ بعدی چه کسی خواهد بود؟	Who will be the next pope?	19999		tatoeba
تماس	من سه ساعت پیش با شما تماس گرفتم.	I called you three hours ago.	19999		tatoeba
کفش	این کفش‌ها ساخت ایتالیا هستند.	These shoes were made in Italy.	19999		tatoeba
ساخت	این کفش‌ها ساخت ایتالیا هستند.	These shoes were made in Italy.	19999		tatoeba
چی	شام چی خوردی؟	What did you eat for dinner?	19999		tatoeba
شام	شام چی خوردی؟	What did you eat for dinner?	19999		tatoeba
مشغول	فردا مشغول نخواهم بود.	I will not be busy tomorrow.	19999		tatoeba
بسته	تو باید دهنت رو بسته نگاه داری	You should keep your mouth shut.	19999		tatoeba
گونه	این گونه جانوری رکورد مهاجرت طولانی را در دست دارد.	This species holds the record for long-distance migration.	19999		tatoeba
رکورد	این گونه جانوری رکورد مهاجرت طولانی را در دست دارد.	This species holds the record for long-distance migration.	19999		tatoeba
مهاجرت	این گونه جانوری رکورد مهاجرت طولانی را در دست دارد.	This species holds the record for long-distance migration.	19999		tatoeba
گاز	نفست رو حبس کن!این گاز سمی است.	Hold your breath! It's poisonous gas.	19999		tatoeba
سمی	نفست رو حبس کن!این گاز سمی است.	Hold your breath! It's poisonous gas.	19999		tatoeba
حبس	نفست رو حبس کن!این گاز سمی است.	Hold your breath! It's poisonous gas.	19999		tatoeba
جمعه	من پیشنهاد می کنم جمعه بیرون برویم.	I suggest that we go out on Friday.	19999		tatoeba
خواهان	مردم ایران خواهان صلح هستند.	Iranian people are peace loving.	19999		tatoeba
داغ	من شکلات داغ نیاز دارم.	I need a hot chocolate.	19999		tatoeba
سفر	دکتر بودنم در طی سفر به من کمک بزرگی کرد.	Being a doctor helped me greatly during the journey.	19999		tatoeba
طی	دکتر بودنم در طی سفر به من کمک بزرگی کرد.	Being a doctor helped me greatly during the journey.	19999		tatoeba
نهایت	در نهایت او خوشبختی خود را از دست داد.	He lost his happiness in the end.	19999		tatoeba
دختران	اغلب دختران مهربان هستند.	Most girls are kind.	19999		tatoeba
اغلب	اغلب دختران مهربان هستند.	Most girls are kind.	19999		tatoeba
ظرف	در ظرف سه روز پاسخ خواهم داد.	I will answer within three days.	19999		tatoeba
زدن	من قدم زدن رو به رفتن با اتوبوس ترجیح می دهم.	I prefer going on foot to going by bus.	19999		tatoeba
غرب	فردیت در غرب بسیار اهمیت دارد.	Individuality is very important in the West.	19999		tatoeba
نمایشگاه	نمایشگاه برای یک ماه دیگر باز خواهند ماند.	The exhibition will stay open for another month.	19999		tatoeba
بین	کارتها را بین ما پخش کن	Deal us the cards.	19999		tatoeba
پخش	کارتها را بین ما پخش کن	Deal us the cards.	19999		tatoeba
قانون	شما قانون را شکستید	You broke the rule.	19999		tatoeba
اقیانوس	در اقیانوس شنا می کنم.	I'm swimming in the ocean.	19999		tatoeba
آغاز	این آغاز عصری جدید است.	This is the beginning of a new era.	19999		tatoeba
رادیو	رادیو توسط مارکونی اختراع شد.	The radio was invented by Marconi.	19999		tatoeba
توسط	رادیو توسط مارکونی اختراع شد.	The radio was invented by Marconi.	19999		tatoeba
اختراع	رادیو توسط مارکونی اختراع شد.	The radio was invented by Marconi.	19999		tatoeba
حد	حد مجاز سرعت 60 مایل بر ساعت بود.	The speed limit was 60 mph.	19999		tatoeba
مایل	حد مجاز سرعت 60 مایل بر ساعت بود.	The speed limit was 60 mph.	19999		tatoeba
وصل	آخرین کسی که به کامپیوتر وصل شد، کی بود؟	Who was the last person to log on to the computer?	19999		tatoeba
جدی	تام جدی شد.	Tom became serious.	19999		tatoeba
اینترنت	اینترنت همه چیز را دگرگون کرد.	The Internet changed everything.	19999		tatoeba
مقابل	ما در مقابل قانون مسئولیم.	We are all responsible before the law.	19999		tatoeba
فرار	تام فرار کرده است.	Tom has run away.	19999		tatoeba
باور	آن باور نکردنی است.	It's incredible.	19999		tatoeba
تست	تست میکنم	I try.	19999		tatoeba
جواب	سوال را جواب بدهید.	Answer the question.	19999		tatoeba
استراحت	می توانم الان استراحت کنم؟	Can I take a break now?	19999		tatoeba
سریع	او نسبتا سریع حرف می زند.	She spoke relatively quickly.	19999		tatoeba
زند	او نسبتا سریع حرف می زند.	She spoke relatively quickly.	19999		tatoeba
زیبایی	تو دستهای زیبایی داری.	You have beautiful hands.	19999		tatoeba
چپ	آیا تام چپ دست است؟	Is Tom left-handed?	19999		tatoeba
خطرناک	شما فکر می کنید که آنها ممکن است خطرناک باشند؟	Do you think they might be dangerous?	19999		tatoeba
بیاید	شما دوست نداشتید با ما بیاید؟	Wouldn't you like to go with us?	19999		tatoeba
محکم	دستم را محکم گرفت.	She held my hand firmly.	19999		tatoeba
مراتب	حال به مراتب بهتری دارم.	I'm feeling much better.	19999		tatoeba
دید	او تهران را دید.	He visited Tehran.	19999		tatoeba
شیراز	در شیراز بزرگ شدم.	I grew up in Shiraz.	19999		tatoeba
دراز	روی تخت دراز کشیدم.	I lay down on the bed.	19999		tatoeba
تخت	روی تخت دراز کشیدم.	I lay down on the bed.	19999		tatoeba
معمولا	معمولا ساعت ۸ بلند می‌شوم.	I usually get up at eight o'clock.	19999		tatoeba
گرسنه	من گرسنه نیستم.	I'm not hungry.	19999		tatoeba
دختران	چرا این دختران بسیار بدجنس هستند؟	Why are these girls so mean?	19999		tatoeba
موقع	شما بد موقع می آیید.	You're coming at the wrong moment.	19999		tatoeba
سپس	صبح برف سنگینی آمد و سپس آب شد.	In the morning, heavy snow fell, and then it melted.	19999		tatoeba
زندانی	تو زندانی منی.	You are my prisoner.	19999		tatoeba
قضیه	این قضیه مختومه است.	This case is closed.	19999		tatoeba
شکایت	قصد کردم رسما شکایت کنم.	I intend to file a formal complaint.	19999		tatoeba
مشغول	چرا مشغول کار نیستی؟	Why aren't you working?	19999		tatoeba
شعر	او دوستدار شعر و موسیقی بود.	She liked poetry and music.	19999		tatoeba
افتخار	تمام افتخار اش به او تعلق دارد.	All the laurels belong to him.	19999		tatoeba
تعلق	تمام افتخار اش به او تعلق دارد.	All the laurels belong to him.	19999		tatoeba
خیانت	من به تو خیانت نکردم.	I didn't betray you.	19999		tatoeba
دوستی	با دوستی مثل تام کسی احتیاج به دشمن ندارد.	With friends like Tom, one doesn't need any enemies.	19999		tatoeba
سد	شما راه مرا سد کرده اید.	You are in my way.	19999		tatoeba
یورو	میشه ۳۰ یورو.	This will cost €30.	19999		tatoeba
تحمل	با من بسیار بی تحمل هستید.	You're so impatient with me.	19999		tatoeba
پروانه	اوه، آنجا یک پروانه هست.	Oh, there's a butterfly!	19999		tatoeba
بستگی	بستگی به شرایط دارد.	It depends on the context.	19999		tatoeba
تیر	با تیر او را خواهم زد.	I'm gonna shoot him.	19999		tatoeba
خواهر	من همیشه خیال می کردم برادر و خواهر داشتن چگونه است.	I've always wondered what it'd be like to have siblings.	19999		tatoeba
همان	این همان چیزی است که من می گفتم.	This is what I would have said.	19999		tatoeba
گمان	گمان می کنم بهتر این است که بی ادب نباشم.	I think it is best not to be impolite.	19999		tatoeba
ادب	گمان می کنم بهتر این است که بی ادب نباشم.	I think it is best not to be impolite.	19999		tatoeba
گمان	گمان کنم نظری راجع به آن دارم.	I think I have a theory about that.	19999		tatoeba
بالاخره	بالاخره باید از یک جایی می آمد.	It had to come from somewhere.	19999		tatoeba
نور	من نور شمع را دوست دارم.	I like candlelight.	19999		tatoeba
شطرنج	کن من را در شطرنج برد.	Ken beat me at chess.	19999		tatoeba
تونل	تونل دیگری آنجا هست.	There is another tunnel up there.	19999		tatoeba
خدایان	خدایان پیرتر در حال بیدار شدن هستند.	The elder gods are waking up.	19999		tatoeba
حمله	به کسی حمله نکن!	Don't offend anyone!	19999		tatoeba
کل	این به کل بی ربط است.	That's completely irrelevant.	19999		tatoeba
مسیر	مسیر دقیق مشخص نشده بود.	The trail was not clearly marked.	19999		tatoeba
مشخص	مسیر دقیق مشخص نشده بود.	The trail was not clearly marked.	19999		tatoeba
قایق	آن قطعا یک قایق است.	That's definitely a boat.	19999		tatoeba
ولی	ممکن است سخت باشد، ولی غیر‌ممکن نیست.	It may be difficult, but not impossible.	19999		tatoeba
برده	اسپارتاکوس یک بردهٔ رومی بود.	Spartacus was a Roman slave.	19999		tatoeba
رومی	اسپارتاکوس یک بردهٔ رومی بود.	Spartacus was a Roman slave.	19999		tatoeba
استقلال	انزوا استقلال است.	Solitude is independence.	19999		tatoeba
کمتر	سال قبل کمتر از پنجاه فیلم ندیدم.	Last year I watched no less than fifty films.	19999		tatoeba
پنجاه	سال قبل کمتر از پنجاه فیلم ندیدم.	Last year I watched no less than fifty films.	19999		tatoeba
صورت	این را به صورت‌حسابم اضافه کن.	Add this to my bill.	19999		tatoeba
بیست	گردباد بیش از بیست نفر را کشت.	The tornado killed more than twenty people.	19999		tatoeba
لباس	لباس زیباییست.	This is a pretty dress.	19999		tatoeba
ساکت	گربهٔ ساکت موش را گرفت.	The quiet cat caught the mouse.	19999		tatoeba
هزار	هر هزار سال معادل یک هزاره است.	A thousand years makes a millennium.	19999		tatoeba
معادل	هر هزار سال معادل یک هزاره است.	A thousand years makes a millennium.	19999		tatoeba
سبز	آب سبز برای آشامیدن مناسب نیست.	The green water is not suitable for drinking.	19999		tatoeba
مناسب	آب سبز برای آشامیدن مناسب نیست.	The green water is not suitable for drinking.	19999		tatoeba
آزار	واقعاً آزار‌دهنده است.	It's really annoying.	19999		tatoeba
سرویس	هر اتاق سرویس بهداشتی مجزّا دارد.	Each room has a private bathroom.	19999		tatoeba
بهداشتی	هر اتاق سرویس بهداشتی مجزّا دارد.	Each room has a private bathroom.	19999		tatoeba
نوشیدن	آیا چیزی برای نوشیدن می خواهی؟	Would you like something to drink?	19999		tatoeba
نوزاد	دکتر‌ها نوزاد را معاینه کردند.	The doctors examined the baby.	19999		tatoeba
زلزله	این خسارت بار ترین زلزله جهان است.	This is the world's most costly earthquake.	19999		tatoeba
خسارت	این خسارت بار ترین زلزله جهان است.	This is the world's most costly earthquake.	19999		tatoeba
امضا	قرارداد را با مداد امضا نکن.	Don't sign the contract with a pencil.	19999		tatoeba
مداد	قرارداد را با مداد امضا نکن.	Don't sign the contract with a pencil.	19999		tatoeba
سرخ	ماهی را بعد از خواباندن سرخ کردم.	I fried the fish after marinating it.	19999		tatoeba
اوقات	گاهی اوقات، کار‌ها طبقِ برنامه پیش نمی‌رود.	Occasionally, things don't go as planned.	19999		tatoeba
تعریف	چگونه «سرسپردگی» را تعریف می کنید؟	"How do you define ""servility""?"	19999		tatoeba
عرض	تسلیت عرض می‌کنم.	I grieve with you.	19999		tatoeba
ممنون	من خوبم ، ممنون.	I'm doing good, thank you!	19999		tatoeba
سفارش	برای سفارش دادن هنوز آماده نیستیم.	We're not ready to order yet.	19999		tatoeba
نوبت	ما به نوبت اتاق را تمیز مى کنیم	We took turns cleaning the room.	19999		tatoeba
تمیز	ما به نوبت اتاق را تمیز مى کنیم	We took turns cleaning the room.	19999		tatoeba
بستگی	برخی مواقع به شانس بستگی دارد	Sometimes it depends on luck.	19999		tatoeba
برخی	برخی مواقع به شانس بستگی دارد	Sometimes it depends on luck.	19999		tatoeba
مواقع	برخی مواقع به شانس بستگی دارد	Sometimes it depends on luck.	19999		tatoeba
اصلا	این اصلا برای من مهم نيست	It doesn't matter at all to me.	19999		tatoeba
مصرف	این دارو باید با شکم خالی مصرف شود.	This medicine is to be taken on an empty stomach.	19999		tatoeba
شکم	این دارو باید با شکم خالی مصرف شود.	This medicine is to be taken on an empty stomach.	19999		tatoeba
دارو	این دارو باید با شکم خالی مصرف شود.	This medicine is to be taken on an empty stomach.	19999		tatoeba
